key,truth,prediction
1736,"{'heading': '285', 'target': 'red and brown camouflage drone', 'tool': 'surface-to-air missiles'}","{'heading': '285', 'tool': 'surface - to - air missiles', 'target': 'red and brown camouflage drone'}"
1737,"{'heading': '145', 'target': 'grey drone', 'tool': 'drone catcher'}","{'heading': '145', 'tool': 'drone catcher', 'target': 'grey drone'}"
1738,"{'heading': '165', 'target': 'brown missile', 'tool': 'surface-to-air missiles'}","{'heading': '165', 'tool': 'surface - to - air missiles', 'target': 'brown missile'}"
1739,"{'heading': '265', 'target': 'grey, green, and black commercial aircraft', 'tool': 'EMP'}","{'heading': '265', 'tool': 'emp', 'target': 'grey, green, and black commercial aircraft'}"
1740,"{'heading': '285', 'target': 'silver missile', 'tool': 'surface-to-air missiles'}","{'heading': '285', 'tool': 'surface - to - air missiles', 'target': 'silver missile'}"
1741,"{'heading': '030', 'target': 'red helicopter', 'tool': 'EMP'}","{'heading': '030', 'tool': 'emp', 'target': 'red helicopter'}"
1742,"{'heading': '020', 'target': 'white and brown commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '020', 'tool': 'surface - to - air missiles', 'target': 'white and brown commercial aircraft'}"
1743,"{'heading': '345', 'target': 'silver and purple fighter plane', 'tool': 'anti-air artillery'}","{'heading': '345', 'tool': 'anti - air artillery', 'target': 'silver and purple fighter plane'}"
1744,"{'heading': '005', 'target': 'grey and orange light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '005', 'tool': 'surface - to - air missiles', 'target': 'grey and orange light aircraft'}"
1745,"{'heading': '235', 'target': 'white, yellow, and silver fighter jet', 'tool': 'anti-air artillery'}","{'heading': '235', 'tool': 'anti - air artillery', 'target': 'white, yellow, and silver fighter jet'}"
1746,"{'heading': '225', 'target': 'black, red, and orange drone', 'tool': 'anti-air artillery'}","{'heading': '225', 'tool': 'anti - air artillery', 'target': 'black, red, and orange drone'}"
1747,"{'heading': '305', 'target': 'yellow commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '305', 'tool': 'interceptor jets', 'target': 'yellow commercial aircraft'}"
1748,"{'heading': '325', 'target': 'orange missile', 'tool': 'surface-to-air missiles'}","{'heading': '325', 'tool': 'surface - to - air missiles', 'target': 'orange missile'}"
1749,"{'heading': '040', 'target': 'orange, brown, and red cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '040', 'tool': 'surface - to - air missiles', 'target': 'orange, brown, and red cargo aircraft'}"
1750,"{'heading': '245', 'target': 'red camouflage fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '245', 'tool': 'surface - to - air missiles', 'target': 'red camouflage fighter jet'}"
1751,"{'heading': '135', 'target': 'grey, blue, and white fighter jet', 'tool': 'interceptor jets'}","{'heading': '135', 'tool': 'interceptor jets', 'target': 'grey, blue, and white fighter jet'}"
1752,"{'heading': '060', 'target': 'orange helicopter', 'tool': 'anti-air artillery'}","{'heading': '060', 'tool': 'anti - air artillery', 'target': 'orange helicopter'}"
1753,"{'heading': '345', 'target': 'blue and grey light aircraft', 'tool': 'anti-air artillery'}","{'heading': '345', 'tool': 'anti - air artillery', 'target': 'blue and grey light aircraft'}"
1754,"{'heading': '080', 'target': 'brown and black fighter plane', 'tool': 'EMP'}","{'heading': '080', 'tool': 'emp', 'target': 'brown and black fighter plane'}"
1755,"{'heading': '290', 'target': 'silver, blue, and purple commercial aircraft', 'tool': 'EMP'}","{'heading': '290', 'tool': 'emp', 'target': 'silver, blue, and purple commercial aircraft'}"
1756,"{'heading': '120', 'target': 'red missile', 'tool': 'machine gun'}","{'heading': '120', 'tool': 'machine gun', 'target': 'red missile'}"
1757,"{'heading': '300', 'target': 'purple and brown helicopter', 'tool': 'machine gun'}","{'heading': '300', 'tool': 'machine gun', 'target': 'purple and brown helicopter'}"
1758,"{'heading': '235', 'target': 'orange fighter jet', 'tool': 'anti-air artillery'}","{'heading': '235', 'tool': 'anti - air artillery', 'target': 'orange fighter jet'}"
1759,"{'heading': '250', 'target': 'brown camouflage light aircraft', 'tool': 'machine gun'}","{'heading': '250', 'tool': 'machine gun', 'target': 'brown camouflage light aircraft'}"
1760,"{'heading': '305', 'target': 'black commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '305', 'tool': 'anti - air artillery', 'target': 'black commercial aircraft'}"
1761,"{'heading': '045', 'target': 'blue, orange, and brown fighter plane', 'tool': 'EMP'}","{'heading': '045', 'tool': 'emp', 'target': 'blue, orange, and brown fighter plane'}"
1762,"{'heading': '315', 'target': 'silver, red, and brown drone', 'tool': 'anti-air artillery'}","{'heading': '315', 'tool': 'anti - air artillery', 'target': 'silver, red, and brown drone'}"
1763,"{'heading': '130', 'target': 'grey, silver, and red commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '130', 'tool': 'electromagnetic pulse', 'target': 'grey, silver, and red commercial aircraft'}"
1764,"{'heading': '040', 'target': 'brown and purple commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '040', 'tool': 'interceptor jets', 'target': 'brown and purple commercial aircraft'}"
1765,"{'heading': '155', 'target': 'silver and white cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '155', 'tool': 'electromagnetic pulse', 'target': 'silver and white cargo aircraft'}"
1766,"{'heading': '040', 'target': 'black and red light aircraft', 'tool': 'anti-air artillery'}","{'heading': '040', 'tool': 'anti - air artillery', 'target': 'black and red light aircraft'}"
1767,"{'heading': '135', 'target': 'green, blue, and grey fighter jet', 'tool': 'machine gun'}","{'heading': '135', 'tool': 'machine gun', 'target': 'green, blue, and grey fighter jet'}"
1768,"{'heading': '355', 'target': 'blue cargo aircraft', 'tool': 'EMP'}","{'heading': '355', 'tool': 'emp', 'target': 'blue cargo aircraft'}"
1769,"{'heading': '120', 'target': 'white and blue cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '120', 'tool': 'anti - air artillery', 'target': 'white and blue cargo aircraft'}"
1770,"{'heading': '005', 'target': 'blue and red drone', 'tool': 'surface-to-air missiles'}","{'heading': '005', 'tool': 'surface - to - air missiles', 'target': 'blue and red drone'}"
1771,"{'heading': '060', 'target': 'green, black, and yellow fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '060', 'tool': 'electromagnetic pulse', 'target': 'green, black, and yellow fighter plane'}"
1772,"{'heading': '130', 'target': 'brown missile', 'tool': 'anti-air artillery'}","{'heading': '130', 'tool': 'anti - air artillery', 'target': 'brown missile'}"
1773,"{'heading': '180', 'target': 'blue camouflage drone', 'tool': 'EMP'}","{'heading': '180', 'tool': 'emp', 'target': 'blue camouflage drone'}"
1774,"{'heading': '010', 'target': 'silver, white, and purple fighter plane', 'tool': 'anti-air artillery'}","{'heading': '010', 'tool': 'anti - air artillery', 'target': 'silver, white, and purple fighter plane'}"
1775,"{'heading': '015', 'target': 'purple and black helicopter', 'tool': 'machine gun'}","{'heading': '015', 'tool': 'machine gun', 'target': 'purple and black helicopter'}"
1776,"{'heading': '040', 'target': 'white missile', 'tool': 'surface-to-air missiles'}","{'heading': '040', 'tool': 'surface - to - air missiles', 'target': 'white missile'}"
1777,"{'heading': '350', 'target': 'orange, purple, and red drone', 'tool': 'surface-to-air missiles'}","{'heading': '350', 'tool': 'surface - to - air missiles', 'target': 'orange, purple, and red drone'}"
1778,"{'heading': '125', 'target': 'silver, red, and green drone', 'tool': 'anti-air artillery'}","{'heading': '125', 'tool': 'anti - air artillery', 'target': 'silver, red, and green drone'}"
1779,"{'heading': '155', 'target': 'blue and yellow light aircraft', 'tool': 'anti-air artillery'}","{'heading': '155', 'tool': 'anti - air artillery', 'target': 'blue and yellow light aircraft'}"
1780,"{'heading': '100', 'target': 'orange and black commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '100', 'tool': 'surface - to - air missiles', 'target': 'orange and black commercial aircraft'}"
1781,"{'heading': '080', 'target': 'brown drone', 'tool': 'anti-air artillery'}","{'heading': '080', 'tool': 'anti - air artillery', 'target': 'brown drone'}"
1782,"{'heading': '030', 'target': 'blue, black, and brown missile', 'tool': 'electromagnetic pulse'}","{'heading': '030', 'tool': 'electromagnetic pulse', 'target': 'blue, black, and brown missile'}"
1783,"{'heading': '045', 'target': 'black drone', 'tool': 'anti-air artillery'}","{'heading': '045', 'tool': 'anti - air artillery', 'target': 'black drone'}"
1784,"{'heading': '010', 'target': 'yellow and grey commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '010', 'tool': 'interceptor jets', 'target': 'yellow and grey commercial aircraft'}"
1785,"{'heading': '030', 'target': 'blue and orange light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '030', 'tool': 'electromagnetic pulse', 'target': 'blue and orange light aircraft'}"
1786,"{'heading': '115', 'target': 'red and silver cargo aircraft', 'tool': 'EMP'}","{'heading': '115', 'tool': 'emp', 'target': 'red and silver cargo aircraft'}"
1787,"{'heading': '360', 'target': 'orange camouflage helicopter', 'tool': 'anti-air artillery'}","{'heading': '360', 'tool': 'anti - air artillery', 'target': 'orange camouflage helicopter'}"
1788,"{'heading': '095', 'target': 'white, red, and orange drone', 'tool': 'EMP'}","{'heading': '095', 'tool': 'emp', 'target': 'white, red, and orange drone'}"
1789,"{'heading': '210', 'target': 'red cargo aircraft', 'tool': 'EMP'}","{'heading': '210', 'tool': 'emp', 'target': 'red cargo aircraft'}"
1790,"{'heading': '115', 'target': 'blue camouflage cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '115', 'tool': 'anti - air artillery', 'target': 'blue camouflage cargo aircraft'}"
1791,"{'heading': '005', 'target': 'orange, red, and yellow commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '005', 'tool': 'anti - air artillery', 'target': 'orange, red, and yellow commercial aircraft'}"
1792,"{'heading': '325', 'target': 'white helicopter', 'tool': 'machine gun'}","{'heading': '325', 'tool': 'machine gun', 'target': 'white helicopter'}"
1793,"{'heading': '100', 'target': 'brown commercial aircraft', 'tool': 'EMP'}","{'heading': '100', 'tool': 'emp', 'target': 'brown commercial aircraft'}"
1794,"{'heading': '235', 'target': 'red, black, and silver fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '235', 'tool': 'electromagnetic pulse', 'target': 'red, black, and silver fighter jet'}"
1795,"{'heading': '035', 'target': 'brown and black helicopter', 'tool': 'EMP'}","{'heading': '035', 'tool': 'emp', 'target': 'brown and black helicopter'}"
1796,"{'heading': '335', 'target': 'blue, purple, and red fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '335', 'tool': 'surface - to - air missiles', 'target': 'blue, purple, and red fighter plane'}"
1797,"{'heading': '330', 'target': 'black and green cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '330', 'tool': 'anti - air artillery', 'target': 'black and green cargo aircraft'}"
1798,"{'heading': '280', 'target': 'brown drone', 'tool': 'EMP'}","{'heading': '280', 'tool': 'emp', 'target': 'brown drone'}"
1799,"{'heading': '285', 'target': 'yellow, green, and black commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '285', 'tool': 'anti - air artillery', 'target': 'yellow, green, and black commercial aircraft'}"
1800,"{'heading': '035', 'target': 'white and blue commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '035', 'tool': 'anti - air artillery', 'target': 'white and blue commercial aircraft'}"
1801,"{'heading': '205', 'target': 'green light aircraft', 'tool': 'EMP'}","{'heading': '205', 'tool': 'emp', 'target': 'green light aircraft'}"
1802,"{'heading': '270', 'target': 'blue fighter plane', 'tool': 'interceptor jets'}","{'heading': '270', 'tool': 'interceptor jets', 'target': 'blue fighter plane'}"
1803,"{'heading': '075', 'target': 'silver, orange, and black fighter plane', 'tool': 'interceptor jets'}","{'heading': '075', 'tool': 'interceptor jets', 'target': 'silver, orange, and black fighter plane'}"
1804,"{'heading': '230', 'target': 'silver and brown light aircraft', 'tool': 'EMP'}","{'heading': '230', 'tool': 'emp', 'target': 'silver and brown light aircraft'}"
1805,"{'heading': '080', 'target': 'black fighter jet', 'tool': 'machine gun'}","{'heading': '080', 'tool': 'machine gun', 'target': 'black fighter jet'}"
1806,"{'heading': '080', 'target': 'grey and white missile', 'tool': 'machine gun'}","{'heading': '080', 'tool': 'machine gun', 'target': 'grey and white missile'}"
1807,"{'heading': '315', 'target': 'grey camouflage commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '315', 'tool': 'electromagnetic pulse', 'target': 'grey camouflage commercial aircraft'}"
1808,"{'heading': '245', 'target': 'purple, red, and white drone', 'tool': 'drone catcher'}","{'heading': '245', 'tool': 'drone catcher', 'target': 'purple, red, and white drone'}"
1809,"{'heading': '335', 'target': 'grey cargo aircraft', 'tool': 'EMP'}","{'heading': '335', 'tool': 'emp', 'target': 'grey cargo aircraft'}"
1810,"{'heading': '055', 'target': 'blue cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '055', 'tool': 'electromagnetic pulse', 'target': 'blue cargo aircraft'}"
1811,"{'heading': '215', 'target': 'purple and brown missile', 'tool': 'electromagnetic pulse'}","{'heading': '215', 'tool': 'electromagnetic pulse', 'target': 'purple and brown missile'}"
1812,"{'heading': '170', 'target': 'white and grey helicopter', 'tool': 'machine gun'}","{'heading': '170', 'tool': 'machine gun', 'target': 'white and grey helicopter'}"
1813,"{'heading': '225', 'target': 'brown and silver drone', 'tool': 'machine gun'}","{'heading': '225', 'tool': 'machine gun', 'target': 'brown and silver drone'}"
1814,"{'heading': '280', 'target': 'grey, black, and white drone', 'tool': 'EMP'}","{'heading': '280', 'tool': 'emp', 'target': 'grey, black, and white drone'}"
1815,"{'heading': '030', 'target': 'yellow, green, and red commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '030', 'tool': 'electromagnetic pulse', 'target': 'yellow, green, and red commercial aircraft'}"
1816,"{'heading': '325', 'target': 'orange, silver, and blue fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '325', 'tool': 'electromagnetic pulse', 'target': 'orange, silver, and blue fighter jet'}"
1817,"{'heading': '340', 'target': 'brown and grey drone', 'tool': 'surface-to-air missiles'}","{'heading': '340', 'tool': 'surface - to - air missiles', 'target': 'brown and grey drone'}"
1818,"{'heading': '220', 'target': 'green commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '220', 'tool': 'surface - to - air missiles', 'target': 'green commercial aircraft'}"
1819,"{'heading': '130', 'target': 'blue and white commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '130', 'tool': 'anti - air artillery', 'target': 'blue and white commercial aircraft'}"
1820,"{'heading': '145', 'target': 'orange helicopter', 'tool': 'machine gun'}","{'heading': '145', 'tool': 'machine gun', 'target': 'orange helicopter'}"
1821,"{'heading': '275', 'target': 'silver, yellow, and green commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '275', 'tool': 'interceptor jets', 'target': 'silver, yellow, and green commercial aircraft'}"
1822,"{'heading': '025', 'target': 'black cargo aircraft', 'tool': 'EMP'}","{'heading': '025', 'tool': 'emp', 'target': 'black cargo aircraft'}"
1823,"{'heading': '105', 'target': 'purple, silver, and orange missile', 'tool': 'machine gun'}","{'heading': '105', 'tool': 'machine gun', 'target': 'purple, silver, and orange missile'}"
1824,"{'heading': '030', 'target': 'silver and orange commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '030', 'tool': 'electromagnetic pulse', 'target': 'silver and orange commercial aircraft'}"
1825,"{'heading': '330', 'target': 'black cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '330', 'tool': 'anti - air artillery', 'target': 'black cargo aircraft'}"
1826,"{'heading': '120', 'target': 'green and black cargo aircraft', 'tool': 'EMP'}","{'heading': '120', 'tool': 'emp', 'target': 'green and black cargo aircraft'}"
1827,"{'heading': '280', 'target': 'white, yellow, and orange drone', 'tool': 'surface-to-air missiles'}","{'heading': '280', 'tool': 'surface - to - air missiles', 'target': 'white, yellow, and orange drone'}"
1828,"{'heading': '145', 'target': 'white, black, and orange helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '145', 'tool': 'surface - to - air missiles', 'target': 'white, black, and orange helicopter'}"
1829,"{'heading': '110', 'target': 'white, orange, and purple commercial aircraft', 'tool': 'EMP'}","{'heading': '110', 'tool': 'emp', 'target': 'white, orange, and purple commercial aircraft'}"
1830,"{'heading': '285', 'target': 'red and purple commercial aircraft', 'tool': 'EMP'}","{'heading': '285', 'tool': 'emp', 'target': 'red and purple commercial aircraft'}"
1831,"{'heading': '010', 'target': 'green commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '010', 'tool': 'electromagnetic pulse', 'target': 'green commercial aircraft'}"
1832,"{'heading': '030', 'target': 'blue helicopter', 'tool': 'EMP'}","{'heading': '030', 'tool': 'emp', 'target': 'blue helicopter'}"
1833,"{'heading': '130', 'target': 'brown, green, and black helicopter', 'tool': 'EMP'}","{'heading': '130', 'tool': 'emp', 'target': 'brown, green, and black helicopter'}"
1834,"{'heading': '035', 'target': 'brown, white, and black fighter plane', 'tool': 'anti-air artillery'}","{'heading': '035', 'tool': 'anti - air artillery', 'target': 'brown, white, and black fighter plane'}"
1835,"{'heading': '030', 'target': 'black, purple, and white fighter jet', 'tool': 'machine gun'}","{'heading': '030', 'tool': 'machine gun', 'target': 'black, purple, and white fighter jet'}"
1836,"{'heading': '095', 'target': 'white and brown fighter plane', 'tool': 'EMP'}","{'heading': '095', 'tool': 'emp', 'target': 'white and brown fighter plane'}"
1837,"{'heading': '330', 'target': 'grey, blue, and red cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '330', 'tool': 'electromagnetic pulse', 'target': 'grey, blue, and red cargo aircraft'}"
1838,"{'heading': '250', 'target': 'brown, black, and orange missile', 'tool': 'surface-to-air missiles'}","{'heading': '250', 'tool': 'surface - to - air missiles', 'target': 'brown, black, and orange missile'}"
1839,"{'heading': '280', 'target': 'grey and blue fighter jet', 'tool': 'interceptor jets'}","{'heading': '280', 'tool': 'interceptor jets', 'target': 'grey and blue fighter jet'}"
1840,"{'heading': '070', 'target': 'blue drone', 'tool': 'machine gun'}","{'heading': '070', 'tool': 'machine gun', 'target': 'blue drone'}"
1841,"{'heading': '010', 'target': 'orange and blue cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '010', 'tool': 'surface - to - air missiles', 'target': 'orange and blue cargo aircraft'}"
1842,"{'heading': '105', 'target': 'silver, red, and grey missile', 'tool': 'EMP'}","{'heading': '105', 'tool': 'emp', 'target': 'silver, red, and grey missile'}"
1843,"{'heading': '195', 'target': 'brown drone', 'tool': 'electromagnetic pulse'}","{'heading': '195', 'tool': 'electromagnetic pulse', 'target': 'brown drone'}"
1844,"{'heading': '355', 'target': 'blue and silver cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '355', 'tool': 'surface - to - air missiles', 'target': 'blue and silver cargo aircraft'}"
1845,"{'heading': '010', 'target': 'blue and red fighter plane', 'tool': 'EMP'}","{'heading': '010', 'tool': 'emp', 'target': 'blue and red fighter plane'}"
1846,"{'heading': '095', 'target': 'red, black, and purple drone', 'tool': 'electromagnetic pulse'}","{'heading': '095', 'tool': 'electromagnetic pulse', 'target': 'red, black, and purple drone'}"
1847,"{'heading': '015', 'target': 'black cargo aircraft', 'tool': 'EMP'}","{'heading': '015', 'tool': 'emp', 'target': 'black cargo aircraft'}"
1848,"{'heading': '245', 'target': 'black, orange, and silver commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '245', 'tool': 'interceptor jets', 'target': 'black, orange, and silver commercial aircraft'}"
1849,"{'heading': '175', 'target': 'purple and yellow fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '175', 'tool': 'electromagnetic pulse', 'target': 'purple and yellow fighter plane'}"
1850,"{'heading': '190', 'target': 'brown, black, and silver fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '190', 'tool': 'electromagnetic pulse', 'target': 'brown, black, and silver fighter jet'}"
1851,"{'heading': '315', 'target': 'red, white, and silver fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '315', 'tool': 'electromagnetic pulse', 'target': 'red, white, and silver fighter jet'}"
1852,"{'heading': '050', 'target': 'grey commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '050', 'tool': 'electromagnetic pulse', 'target': 'grey commercial aircraft'}"
1853,"{'heading': '145', 'target': 'red helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '145', 'tool': 'surface - to - air missiles', 'target': 'red helicopter'}"
1854,"{'heading': '180', 'target': 'blue commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '180', 'tool': 'interceptor jets', 'target': 'blue commercial aircraft'}"
1855,"{'heading': '190', 'target': 'purple and yellow helicopter', 'tool': 'EMP'}","{'heading': '190', 'tool': 'emp', 'target': 'purple and yellow helicopter'}"
1856,"{'heading': '325', 'target': 'green fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '325', 'tool': 'surface - to - air missiles', 'target': 'green fighter jet'}"
1857,"{'heading': '005', 'target': 'grey and blue light aircraft', 'tool': 'EMP'}","{'heading': '005', 'tool': 'emp', 'target': 'grey and blue light aircraft'}"
1858,"{'heading': '180', 'target': 'red and green camouflage missile', 'tool': 'EMP'}","{'heading': '180', 'tool': 'emp', 'target': 'red and green camouflage missile'}"
1859,"{'heading': '330', 'target': 'white light aircraft', 'tool': 'EMP'}","{'heading': '330', 'tool': 'emp', 'target': 'white light aircraft'}"
1860,"{'heading': '245', 'target': 'green commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '245', 'tool': 'interceptor jets', 'target': 'green commercial aircraft'}"
1861,"{'heading': '225', 'target': 'green, yellow, and black helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '225', 'tool': 'surface - to - air missiles', 'target': 'green, yellow, and black helicopter'}"
1862,"{'heading': '240', 'target': 'white and purple fighter jet', 'tool': 'machine gun'}","{'heading': '240', 'tool': 'machine gun', 'target': 'white and purple fighter jet'}"
1863,"{'heading': '140', 'target': 'red and black fighter plane', 'tool': 'interceptor jets'}","{'heading': '140', 'tool': 'interceptor jets', 'target': 'red and black fighter plane'}"
1864,"{'heading': '100', 'target': 'orange missile', 'tool': 'EMP'}","{'heading': '100', 'tool': 'emp', 'target': 'orange missile'}"
1865,"{'heading': '135', 'target': 'brown and blue fighter plane', 'tool': 'EMP'}","{'heading': '135', 'tool': 'emp', 'target': 'brown and blue fighter plane'}"
1866,"{'heading': '345', 'target': 'black, grey, and white drone', 'tool': 'EMP'}","{'heading': '345', 'tool': 'emp', 'target': 'black, grey, and white drone'}"
1867,"{'heading': '355', 'target': 'green fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '355', 'tool': 'electromagnetic pulse', 'target': 'green fighter plane'}"
1868,"{'heading': '040', 'target': 'silver and white drone', 'tool': 'drone catcher'}","{'heading': '040', 'tool': 'drone catcher', 'target': 'silver and white drone'}"
1869,"{'heading': '240', 'target': 'yellow, silver, and red light aircraft', 'tool': 'EMP'}","{'heading': '240', 'tool': 'emp', 'target': 'yellow, silver, and red light aircraft'}"
1870,"{'heading': '330', 'target': 'brown and grey helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '330', 'tool': 'electromagnetic pulse', 'target': 'brown and grey helicopter'}"
1871,"{'heading': '145', 'target': 'brown fighter plane', 'tool': 'interceptor jets'}","{'heading': '145', 'tool': 'interceptor jets', 'target': 'brown fighter plane'}"
1872,"{'heading': '285', 'target': 'purple, black, and brown cargo aircraft', 'tool': 'EMP'}","{'heading': '285', 'tool': 'emp', 'target': 'purple, black, and brown cargo aircraft'}"
1873,"{'heading': '310', 'target': 'green fighter plane', 'tool': 'anti-air artillery'}","{'heading': '310', 'tool': 'anti - air artillery', 'target': 'green fighter plane'}"
1874,"{'heading': '335', 'target': 'grey light aircraft', 'tool': 'machine gun'}","{'heading': '335', 'tool': 'machine gun', 'target': 'grey light aircraft'}"
1875,"{'heading': '295', 'target': 'white fighter jet', 'tool': 'anti-air artillery'}","{'heading': '295', 'tool': 'anti - air artillery', 'target': 'white fighter jet'}"
1876,"{'heading': '160', 'target': 'grey helicopter', 'tool': 'anti-air artillery'}","{'heading': '160', 'tool': 'anti - air artillery', 'target': 'grey helicopter'}"
1877,"{'heading': '270', 'target': 'orange missile', 'tool': 'machine gun'}","{'heading': '270', 'tool': 'machine gun', 'target': 'orange missile'}"
1878,"{'heading': '090', 'target': 'silver, blue, and brown helicopter', 'tool': 'machine gun'}","{'heading': '090', 'tool': 'machine gun', 'target': 'silver, blue, and brown helicopter'}"
1879,"{'heading': '050', 'target': 'silver helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '050', 'tool': 'surface - to - air missiles', 'target': 'silver helicopter'}"
1880,"{'heading': '160', 'target': 'purple fighter jet', 'tool': 'EMP'}","{'heading': '160', 'tool': 'emp', 'target': 'purple fighter jet'}"
1881,"{'heading': '030', 'target': 'purple, grey, and yellow fighter plane', 'tool': 'anti-air artillery'}","{'heading': '030', 'tool': 'anti - air artillery', 'target': 'purple, grey, and yellow fighter plane'}"
1882,"{'heading': '040', 'target': 'orange, yellow, and red fighter plane', 'tool': 'EMP'}","{'heading': '040', 'tool': 'emp', 'target': 'orange, yellow, and red fighter plane'}"
1883,"{'heading': '055', 'target': 'red and purple camouflage fighter plane', 'tool': 'interceptor jets'}","{'heading': '055', 'tool': 'interceptor jets', 'target': 'red and purple camouflage fighter plane'}"
1884,"{'heading': '355', 'target': 'silver and red fighter plane', 'tool': 'machine gun'}","{'heading': '355', 'tool': 'machine gun', 'target': 'silver and red fighter plane'}"
1885,"{'heading': '115', 'target': 'white helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '115', 'tool': 'surface - to - air missiles', 'target': 'white helicopter'}"
1886,"{'heading': '015', 'target': 'grey fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '015', 'tool': 'surface - to - air missiles', 'target': 'grey fighter jet'}"
1887,"{'heading': '140', 'target': 'red and purple fighter jet', 'tool': 'machine gun'}","{'heading': '140', 'tool': 'machine gun', 'target': 'red and purple fighter jet'}"
1888,"{'heading': '280', 'target': 'blue, orange, and black fighter jet', 'tool': 'anti-air artillery'}","{'heading': '280', 'tool': 'anti - air artillery', 'target': 'blue, orange, and black fighter jet'}"
1889,"{'heading': '330', 'target': 'green and white light aircraft', 'tool': 'anti-air artillery'}","{'heading': '330', 'tool': 'anti - air artillery', 'target': 'green and white light aircraft'}"
1890,"{'heading': '065', 'target': 'silver, purple, and orange light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '065', 'tool': 'surface - to - air missiles', 'target': 'silver, purple, and orange light aircraft'}"
1891,"{'heading': '290', 'target': 'grey, yellow, and purple missile', 'tool': 'EMP'}","{'heading': '290', 'tool': 'emp', 'target': 'grey, yellow, and purple missile'}"
1892,"{'heading': '205', 'target': 'black, green, and orange helicopter', 'tool': 'anti-air artillery'}","{'heading': '205', 'tool': 'anti - air artillery', 'target': 'black, green, and orange helicopter'}"
1893,"{'heading': '325', 'target': 'yellow and black drone', 'tool': 'anti-air artillery'}","{'heading': '325', 'tool': 'anti - air artillery', 'target': 'yellow and black drone'}"
1894,"{'heading': '125', 'target': 'brown, grey, and yellow helicopter', 'tool': 'anti-air artillery'}","{'heading': '125', 'tool': 'anti - air artillery', 'target': 'brown, grey, and yellow helicopter'}"
1895,"{'heading': '265', 'target': 'orange, green, and black helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '265', 'tool': 'surface - to - air missiles', 'target': 'orange, green, and black helicopter'}"
1896,"{'heading': '165', 'target': 'white, silver, and red fighter jet', 'tool': 'anti-air artillery'}","{'heading': '165', 'tool': 'anti - air artillery', 'target': 'white, silver, and red fighter jet'}"
1897,"{'heading': '040', 'target': 'grey helicopter', 'tool': 'anti-air artillery'}","{'heading': '040', 'tool': 'anti - air artillery', 'target': 'grey helicopter'}"
